ukprn,provider_name,academic_year,country,region,surplus_vs_income,staff_vs_income,unrestricted_vs_income,net_liquidity_days,external_borrowing_vs_income,current_ratio,debt_service_ratio,avg_salary,academic_salary,vc_avg_salary,vc_avg_remunerate,data_source
10045476,Met Film School Limited,2023/24,England,London,2.8,46.7,30.9,72,5.8,1.2,5.2,,,,,HESA table-14
10045476,Met Film School Limited,2024/25,England,London,28.5,37.6,57.6,25,0.0,1.5,-12.1,,,,,HESA table-14
10048199,Northeastern University London,2018/19,England,London,-140.2,118.2,-1428.6,25,0.0,0.9,,,,,,HESA table-14
10048199,Northeastern University London,2019/20,England,London,6.1,40.2,-309.2,40,0.0,1.7,,,,,,HESA table-14
10048199,Northeastern University London,2020/21,England,London,27.2,28.9,-139.4,120,0.0,1.1,0.0,,,,,HESA table-14
10048199,Northeastern University London,2021/22,England,London,8.9,32.8,-104.1,45,0.0,0.7,0.0,,,,,HESA table-14
10048199,Northeastern University London,2022/23,England,London,19.5,27.6,-50.0,113,0.0,1.0,0.0,,,,,HESA table-14
10048199,Northeastern University London,2023/24,England,London,7.8,29.5,-25.3,28,0.0,1.0,0.0,,,,,HESA table-14
10048199,Northeastern University London,2024/25,England,London,28.3,21.5,3.3,47,0.0,1.3,0.0,,,,,HESA table-14
10049370,MLA College,2021/22,England,South West,-24.1,64.6,-151.0,29,171.7,0.4,5.3,,,,,HESA table-14
10049370,MLA College,2022/23,England,South West,-48.2,70.9,-153.0,23,159.0,0.3,-138.5,,,,,HESA table-14
10049370,MLA College,2023/24,England,South West,-124.3,106.4,-179.0,160,0.0,2.2,-1322.0,,,,,HESA table-14
10049370,MLA College,2024/25,England,South West,-180.9,134.4,-258.0,90,0.0,2.7,0.0,,,,,HESA table-14
10053304,Navitas UK Holdings Limited,2019/20,England,South East,23.7,26.8,-2.1,61,0.0,1.0,,,,,,HESA table-14
10053304,Navitas UK Holdings Limited,2020/21,England,South East,7.7,27.5,-63.2,34,69.7,0.6,-13.6,,,,,HESA table-14
10053304,Navitas UK Holdings Limited,2021/22,England,South East,18.6,26.9,-39.3,48,59.6,0.6,393.2,,,,,HESA table-14
10053304,Navitas UK Holdings Limited,2022/23,England,South East,21.7,26.4,-12.0,92,45.3,0.9,0.0,,,,,HESA table-14
10053304,Navitas UK Holdings Limited,2023/24,England,South East,25.2,31.1,2.7,69,54.8,1.0,0.0,,,,,HESA table-14
10053304,Navitas UK Holdings Limited,2024/25,England,South East,25.8,30.4,22.3,66,0.0,1.4,0.0,,,,,HESA table-14
10055902,Multiverse,2021/22,England,London,-52.1,110.4,-34.9,720,0.0,8.5,-992.4,,,,,HESA table-14
10055902,Multiverse,2022/23,England,London,-91.6,133.2,-104.6,752,0.0,11.6,0.0,,,,,HESA table-14
10055902,Multiverse,2023/24,England,London,-101.2,141.8,-180.6,406,0.0,4.5,0.0,,,,,HESA table-14
10055902,Multiverse,2024/25,England,London,-81.6,125.8,-208.9,210,0.0,2.8,0.0,,,,,HESA table-14
10057213,CEG UFP Limited,2020/21,England,East of England,3.2,13.7,28.7,33,0.0,1.8,150.3,,,,,HESA table-14
10057213,CEG UFP Limited,2021/22,England,East of England,-7.0,24.6,34.2,52,0.0,1.4,0.0,,,,,HESA table-14
10057213,CEG UFP Limited,2022/23,England,East of England,7.2,21.6,31.4,84,0.0,1.4,1496.5,,,,,HESA table-14
10057213,CEG UFP Limited,2023/24,England,East of England,8.4,21.5,28.6,91,0.0,1.4,0.0,,,,,HESA table-14
10057213,CEG UFP Limited,2024/25,England,East of England,4.6,21.8,30.9,43,0.0,1.5,0.0,,,,,HESA table-14
10057622,The School of Information Risk Management,2022/23,England,London,26.7,32.0,28.6,200,6.4,2.5,18.0,,,,,HESA table-14
10057622,The School of Information Risk Management,2023/24,England,London,18.9,34.9,33.3,184,2.0,3.4,20.2,,,,,HESA table-14
10057622,The School of Information Risk Management,2024/25,England,London,4.2,40.9,26.7,64,0.9,6.1,-7.3,,,,,HESA table-14
10062759,Applied Business Academy Limited,2020/21,England,London,12.4,59.9,17.6,102,12.1,2.1,0.0,,,,,HESA table-14
10062759,Applied Business Academy Limited,2021/22,England,London,14.1,15.6,20.1,65,14.3,2.3,0.0,,,,,HESA table-14
10062759,Applied Business Academy Limited,2022/23,England,London,10.2,25.8,15.7,76,13.7,1.5,12.0,,,,,HESA table-14
10062810,The London School of Architecture,2018/19,England,London,10.9,33.7,22.1,114,0.0,2.1,,,,,,HESA table-14
10062810,The London School of Architecture,2019/20,England,London,-0.9,36.5,28.0,190,0.0,1.7,,,,,,HESA table-14
10062810,The London School of Architecture,2020/21,England,London,6.9,31.5,29.3,143,0.0,3.3,0.0,,,,,HESA table-14
10062810,The London School of Architecture,2021/22,England,London,0.0,27.7,23.8,101,0.0,2.7,0.0,,,,,HESA table-14
10062810,The London School of Architecture,2022/23,England,London,4.4,27.7,26.2,150,0.0,1.9,0.0,,,,,HESA table-14
10062810,The London School of Architecture,2023/24,England,London,-14.7,31.9,8.4,39,0.0,0.9,0.0,,,,,HESA table-14
10062833,Raindance Educational Services Limited,2020/21,England,London,4.6,30.8,4.1,54,0.0,2.0,0.0,,,,,HESA table-14
10062833,Raindance Educational Services Limited,2021/22,England,London,22.6,31.6,20.2,14,11.2,2.1,-10.0,,,,,HESA table-14
10062833,Raindance Educational Services Limited,2022/23,England,London,9.2,37.8,22.8,54,10.0,1.5,5.1,,,,,HESA table-14
10062833,Raindance Educational Services Limited,2023/24,England,London,15.9,39.6,29.9,18,3.8,1.6,-0.6,,,,,HESA table-14
10062833,Raindance Educational Services Limited,2024/25,England,London,9.9,46.1,33.8,6,3.2,2.0,-1.3,,,,,HESA table-14
10064423,Oxford International Education Group,2024/25,England,London,-1.0,42.6,14.7,26,2.6,1.2,0.0,,,,,HESA table-14
10065543,London Brookes College,2023/24,England,London,21.4,21.3,216.9,270,67.6,3.6,3.6,,,,,HESA table-14
10065543,London Brookes College,2024/25,England,London,22.8,23.8,214.6,85,56.0,2.1,2.8,,,,,HESA table-14
10066143,Paris Dauphine International,2020/21,England,London,4.5,35.5,29.6,227,0.0,1.2,0.0,,,,,HESA table-14
10066143,Paris Dauphine International,2021/22,England,London,1.6,40.2,36.2,223,0.0,1.2,177.0,,,,,HESA table-14
10066143,Paris Dauphine International,2022/23,England,London,-15.1,42.9,21.7,147,0.0,1.1,0.0,,,,,HESA table-14
10066143,Paris Dauphine International,2023/24,England,London,-8.9,45.0,12.7,118,0.0,1.1,0.0,,,,,HESA table-14
10066143,Paris Dauphine International,2024/25,England,London,3.1,40.3,14.2,177,0.0,1.1,0.0,,,,,HESA table-14
10066502,The College of Health Ltd,2020/21,England,South East,5.4,59.6,-5.4,1141,92.0,5.9,0.0,,,,,HESA table-14
10066502,The College of Health Ltd,2021/22,England,South East,20.9,42.1,15.6,378,9.5,1.7,630.0,,,,,HESA table-14
10066502,The College of Health Ltd,2022/23,England,South East,13.2,34.6,20.2,256,5.4,1.8,79.3,,,,,HESA table-14
10066502,The College of Health Ltd,2023/24,England,South East,12.4,34.0,31.3,252,4.6,2.0,53.3,,,,,HESA table-14
10066502,The College of Health Ltd,2024/25,England,South East,12.5,32.9,33.9,239,3.5,2.2,21.0,,,,,HESA table-14
10067355,Dyson Technical Training Limited,2020/21,England,South West,9.1,73.0,22.4,0,0.0,4.9,0.0,,,,,HESA table-14
10067355,Dyson Technical Training Limited,2021/22,England,South West,10.6,72.5,23.5,0,0.0,3.8,0.0,,,,,HESA table-14
10067355,Dyson Technical Training Limited,2022/23,England,South West,9.3,60.9,23.9,0,0.0,4.0,0.0,,,,,HESA table-14
10067355,Dyson Technical Training Limited,2023/24,England,South West,10.3,57.5,29.9,0,0.0,5.2,0.0,,,,,HESA table-14
10067355,Dyson Technical Training Limited,2024/25,England,South West,10.6,56.6,35.3,0,0.0,4.6,0.0,,,,,HESA table-14
10067388,The Institute of Ismaili Studies,2019/20,England,London,3.5,43.8,13.2,25,0.0,4.0,,,,,,HESA table-14
10067388,The Institute of Ismaili Studies,2020/21,England,London,-2.1,47.9,11.2,12,0.0,2.9,0.0,,,,,HESA table-14
10067388,The Institute of Ismaili Studies,2021/22,England,London,0.4,42.0,11.0,17,0.0,3.0,0.0,,,,,HESA table-14
10067388,The Institute of Ismaili Studies,2022/23,England,London,5.3,37.3,14.6,29,0.0,3.8,0.0,,,,,HESA table-14
10067388,The Institute of Ismaili Studies,2023/24,England,London,-5.4,42.8,9.3,31,0.0,1.8,0.0,,,,,HESA table-14
10067388,The Institute of Ismaili Studies,2024/25,England,London,-3.5,43.8,5.2,25,0.0,1.4,0.0,,,,,HESA table-14
10067406,New Model Institute for Technology and Engineering (NMITE),2019/20,England,West Midlands,53.0,19.5,0.4,327,2.5,23.7,,,,,,HESA table-14
10067406,New Model Institute for Technology and Engineering (NMITE),2020/21,England,West Midlands,-25.1,53.4,107.8,77,1.8,6.5,-14.2,,,,,HESA table-14
10067406,New Model Institute for Technology and Engineering (NMITE),2021/22,England,West Midlands,11.2,31.5,69.1,130,47.6,2.0,-41.3,,,,,HESA table-14
10067406,New Model Institute for Technology and Engineering (NMITE),2022/23,England,West Midlands,-64.3,59.0,101.6,108,150.2,2.3,-13.6,,,,,HESA table-14
10067406,New Model Institute for Technology and Engineering (NMITE),2023/24,England,West Midlands,-25.7,48.5,64.1,47,129.3,2.7,-6.9,,,,,HESA table-14
10067406,New Model Institute for Technology and Engineering (NMITE),2024/25,England,West Midlands,-22.6,58.2,46.3,84,138.9,1.5,8.4,,,,,HESA table-14
10067601,JSA Education Group Ltd.,2019/20,England,London,,,,2354,,15.4,,,,,,HESA table-14
10067601,JSA Education Group Ltd.,2020/21,England,London,0.0,0.0,0.0,704,0.0,5.2,-17.6,,,,,HESA table-14
10067601,JSA Education Group Ltd.,2021/22,England,London,-257.1,174.3,-488.9,216,455.3,2.7,-1.1,,,,,HESA table-14
10067601,JSA Education Group Ltd.,2022/23,England,London,-67.1,52.6,-170.6,89,34.1,1.2,0.0,,,,,HESA table-14
10067601,JSA Education Group Ltd.,2023/24,England,London,-15.6,55.8,-97.0,81,46.0,1.6,-5.3,,,,,HESA table-14
10067601,JSA Education Group Ltd.,2024/25,England,London,6.6,38.1,-61.2,110,12.8,1.1,0.0,,,,,HESA table-14
10067623,The London Interdisciplinary School Ltd,2019/20,England,London,0.0,0.0,0.0,79,0.0,4.2,,,,,,HESA table-14
10067623,The London Interdisciplinary School Ltd,2020/21,England,London,-11778.9,6505.3,-24984.2,418,0.0,14.3,0.0,,,,,HESA table-14
10067623,The London Interdisciplinary School Ltd,2021/22,England,London,-430.2,262.7,-1135.7,7,74.3,0.5,0.0,,,,,HESA table-14
10067623,The London Interdisciplinary School Ltd,2022/23,England,London,-391.7,226.4,-1072.5,702,0.0,12.9,-4.5,,,,,HESA table-14
10067623,The London Interdisciplinary School Ltd,2023/24,England,London,-191.5,149.4,-792.7,404,0.0,13.0,-889.2,,,,,HESA table-14
10067623,The London Interdisciplinary School Ltd,2024/25,England,London,-196.8,149.0,-903.2,122,0.0,7.7,0.0,,,,,HESA table-14
10067648,University Academy 92 Limited,2019/20,England,North West,-107.0,75.2,-364.6,43,0.0,0.4,,,,,,HESA table-14
10067648,University Academy 92 Limited,2020/21,England,North West,-110.3,86.2,-475.8,64,116.7,0.5,-51.7,,,,,HESA table-14
10067648,University Academy 92 Limited,2021/22,England,North West,-53.8,71.9,-310.2,29,103.8,0.3,-6.2,,,,,HESA table-14
10067648,University Academy 92 Limited,2022/23,England,North West,-15.7,51.1,-150.6,21,14.5,0.4,-2.0,,,,,HESA table-14
10067648,University Academy 92 Limited,2023/24,England,North West,-19.3,58.8,-138.5,-56,36.0,0.3,-1.4,,,,,HESA table-14
10067648,University Academy 92 Limited,2024/25,England,North West,-11.0,52.0,-121.2,-76,43.1,0.4,-0.5,,,,,HESA table-14
10067853,ACM Guildford Limited,2019/20,England,South East,4.2,60.8,6.9,14,13.9,1.0,,,,,,HESA table-14
10067853,ACM Guildford Limited,2020/21,England,South East,23.6,47.2,24.3,16,0.0,1.7,29.9,,,,,HESA table-14
10067853,ACM Guildford Limited,2021/22,England,South East,32.8,39.9,50.0,194,0.0,5.0,0.0,,,,,HESA table-14
10067853,ACM Guildford Limited,2022/23,England,South East,24.3,49.0,86.4,99,0.0,6.6,0.0,,,,,HESA table-14
10067853,ACM Guildford Limited,2023/24,England,South East,18.1,56.0,74.3,112,0.4,0.9,350.4,,,,,HESA table-14
10067853,ACM Guildford Limited,2024/25,England,South East,-4.8,53.4,66.4,23,0.2,0.4,18.8,,,,,HESA table-14
10068157,University Centre Peterborough,2018/19,England,East of England,-0.8,47.5,2.4,93,0.0,1.0,,,,,,HESA table-14
10068157,University Centre Peterborough,2019/20,England,East of England,-1.7,50.8,0.7,61,0.0,1.0,,,,,,HESA table-14
10068157,University Centre Peterborough,2020/21,England,East of England,5.9,32.4,6.4,285,0.0,1.1,0.0,,,,,HESA table-14
10068157,University Centre Peterborough,2021/22,England,East of England,-3.9,30.0,3.2,500,0.0,1.0,0.0,,,,,HESA table-14
10068157,University Centre Peterborough,2022/23,England,East of England,0.4,33.2,3.6,218,0.0,1.1,0.0,,,,,HESA table-14
10068157,University Centre Peterborough,2023/24,England,East of England,2.5,41.7,6.7,52,0.0,1.8,0.0,,,,,HESA table-14
10068157,University Centre Peterborough,2024/25,England,East of England,1.5,50.5,9.5,75,3.1,1.4,0.0,,,,,HESA table-14
10080811,Hartpury University,2018/19,England,South West,3.9,53.4,23.1,30,51.4,0.5,,,,,,HESA table-14
10080811,Hartpury University,2019/20,England,South West,-1.8,61.1,9.1,25,49.3,0.5,,,,,,HESA table-14
10080811,Hartpury University,2020/21,England,South West,-3.0,62.8,0.2,58,44.6,0.8,3.9,,,,,HESA table-14
10080811,Hartpury University,2021/22,England,South West,-2.2,62.1,51.3,31,48.3,0.5,3.9,,,,,HESA table-14
10080811,Hartpury University,2022/23,England,South West,3.2,56.3,56.7,55,47.4,0.8,1.8,,,,,HESA table-14
10080811,Hartpury University,2023/24,England,South West,4.1,53.6,55.0,52,40.4,0.8,1.4,,,,,HESA table-14
10080811,Hartpury University,2024/25,England,South West,7.0,53.3,57.3,47,34.1,0.8,1.7,,,,,HESA table-14
10081618,The Council of the Inns of Court,2020/21,England,London,11.0,48.0,23.8,180,0.0,5.1,0.0,,,,,HESA table-14
10081618,The Council of the Inns of Court,2021/22,England,London,-35.6,67.3,21.4,83,0.0,2.8,0.0,,,,,HESA table-14
10081618,The Council of the Inns of Court,2022/23,England,London,-3.2,54.6,13.8,53,0.0,2.0,0.0,,,,,HESA table-14
10081618,The Council of the Inns of Court,2023/24,England,London,12.2,42.5,20.5,127,0.0,2.6,0.0,,,,,HESA table-14
10081618,The Council of the Inns of Court,2024/25,England,London,0.8,48.0,17.7,104,0.0,2.1,0.0,,,,,HESA table-14
10082026,EM Normandie UK Ltd,2023/24,England,South East,1.3,41.2,18.6,62,0.0,2.0,0.0,,,,,HESA table-14
10082026,EM Normandie UK Ltd,2024/25,England,South East,0.5,42.5,18.9,60,0.0,2.4,0.0,,,,,HESA table-14
10082570,Kaplan International Colleges U.K. Limited,2020/21,England,London,10.3,27.6,0.3,41,0.0,1.0,-11.4,,,,,HESA table-14
10082570,Kaplan International Colleges U.K. Limited,2021/22,England,London,10.6,30.7,34.1,15,3.1,1.1,-17.2,,,,,HESA table-14
10082570,Kaplan International Colleges U.K. Limited,2022/23,England,London,11.7,30.3,30.5,30,2.6,1.1,-63.4,,,,,HESA table-14
10082570,Kaplan International Colleges U.K. Limited,2023/24,England,London,13.0,26.5,22.2,25,0.0,1.1,0.0,,,,,HESA table-14
10082570,Kaplan International Colleges U.K. Limited,2024/25,England,London,15.5,26.8,29.9,29,0.0,1.2,0.0,,,,,HESA table-14
10082728,INTO University Partnerships Limited,2019/20,England,South East,6.8,41.6,33.7,116,10.5,2.8,,,,,,HESA table-14
10082728,INTO University Partnerships Limited,2020/21,England,South East,-14.6,50.7,15.9,86,0.8,1.8,0.2,,,,,HESA table-14
10082728,INTO University Partnerships Limited,2021/22,England,South East,-0.8,51.0,3.7,37,0.1,1.6,-6.9,,,,,HESA table-14
10082728,INTO University Partnerships Limited,2022/23,England,South East,-8.3,48.7,-6.6,44,17.9,1.2,-3.3,,,,,HESA table-14
10082728,INTO University Partnerships Limited,2023/24,England,South East,2.7,38.8,-3.9,26,14.1,1.1,0.4,,,,,HESA table-14
10082743,ThinkSpace Education Limited,2019/20,England,South East,33.2,21.4,29.0,359,0.0,2.0,,,,,,HESA table-14
10082743,ThinkSpace Education Limited,2020/21,England,South East,40.0,18.8,41.5,285,0.6,2.5,34.3,,,,,HESA table-14
10082743,ThinkSpace Education Limited,2021/22,England,South East,28.4,25.1,53.1,295,0.0,2.8,29.6,,,,,HESA table-14
10082743,ThinkSpace Education Limited,2022/23,England,South East,20.8,30.4,55.5,259,0.0,3.3,113.0,,,,,HESA table-14
10082743,ThinkSpace Education Limited,2023/24,England,South East,22.3,28.1,47.6,275,0.0,2.5,0.0,,,,,HESA table-14
10082743,ThinkSpace Education Limited,2024/25,England,South East,15.8,37.1,52.1,269,0.0,2.7,0.0,,,,,HESA table-14
10082828,College of Legal Practice Limited,2020/21,England,Yorkshire and The Humber,-47766.7,19066.7,-72900.0,376,0.0,5.2,0.0,,,,,HESA table-14
10082828,College of Legal Practice Limited,2021/22,England,Yorkshire and The Humber,-876.8,444.8,-1954.7,139,0.0,1.8,0.0,,,,,HESA table-14
10082828,College of Legal Practice Limited,2022/23,England,Yorkshire and The Humber,-169.7,149.3,-639.5,148,0.0,1.6,0.0,,,,,HESA table-14
10082828,College of Legal Practice Limited,2023/24,England,Yorkshire and The Humber,-40.6,96.0,-326.6,108,0.0,1.2,0.0,,,,,HESA table-14
10082828,College of Legal Practice Limited,2024/25,England,Yorkshire and The Humber,5.3,67.3,-228.0,119,0.0,1.2,0.0,,,,,HESA table-14
10083397,College of Medicine and Dentistry,2024/25,England,West Midlands,-36.0,66.1,-122.9,82,41.4,0.7,-160.6,,,,,HESA table-14
10083403,The Engineering and Design Institute London,2020/21,England,London,-17255.6,24911.1,-33466.7,889,0.0,5.5,0.0,,,,,HESA table-14
10083403,The Engineering and Design Institute London,2021/22,England,London,-264.4,729.8,-983.1,981,0.0,5.2,0.0,,,,,HESA table-14
10083403,The Engineering and Design Institute London,2022/23,England,London,-344.1,317.7,-988.9,191,0.0,2.6,0.0,,,,,HESA table-14
10083403,The Engineering and Design Institute London,2023/24,England,London,-135.1,190.6,-730.1,237,865.2,6.0,0.0,,,,,HESA table-14
10083464,Peking University HSBC Business School UK Campus,2023/24,England,South East,15.7,24.2,-165.0,253,0.0,2.7,15.4,,,,,HESA table-14
10083464,Peking University HSBC Business School UK Campus,2024/25,England,South East,13.9,43.9,-191.9,1579,0.0,10.8,0.0,,,,,HESA table-14
10083476,The King's Foundation,2018/19,England,London,0.1,36.0,214.2,41,21.5,1.0,,,,,,HESA table-14
10083476,The King's Foundation,2019/20,England,London,18.4,36.2,156.7,164,6.3,2.7,,,,,,HESA table-14
10083476,The King's Foundation,2020/21,England,London,32.4,33.7,202.8,461,0.6,7.8,644.2,,,,,HESA table-14
10083476,The King's Foundation,2021/22,England,London,11.9,39.0,200.7,344,0.7,4.6,1996.3,,,,,HESA table-14
10083476,The King's Foundation,2022/23,England,London,1.1,40.3,155.7,283,0.8,3.8,0.0,,,,,HESA table-14
10083476,The King's Foundation,2023/24,England,London,2.0,39.0,147.3,305,0.8,2.7,0.0,,,,,HESA table-14
10083476,The King's Foundation,2024/25,England,London,23.2,30.7,126.5,382,0.5,3.7,0.0,,,,,HESA table-14
10086359,Caspian School of Academics,2022/23,England,London,7.1,44.0,14.3,988,0.0,50.8,0.0,,,,,HESA table-14
10086359,Caspian School of Academics,2023/24,England,London,20.9,34.2,16.4,309,0.0,1.5,41.5,,,,,HESA table-14
10086359,Caspian School of Academics,2024/25,England,London,24.8,29.5,23.6,402,0.0,1.7,-119.0,,,,,HESA table-14
10086591,Regent's University London Limited,2020/21,England,London,8.3,43.3,7.7,325,0.8,3.4,-128.7,,,,,HESA table-14
10086591,Regent's University London Limited,2021/22,England,London,-3.4,44.9,4.7,229,0.4,2.8,22.0,,,,,HESA table-14
10086591,Regent's University London Limited,2022/23,England,London,9.6,40.0,11.9,235,0.2,2.7,58.0,,,,,HESA table-14
10086591,Regent's University London Limited,2023/24,England,London,10.3,36.2,17.0,249,0.0,2.8,115.4,,,,,HESA table-14
10086591,Regent's University London Limited,2024/25,England,London,19.4,34.5,17.2,169,0.0,2.5,0.0,,,,,HESA table-14
10088214,S P Jain London School of Management Limited,2022/23,England,London,0.0,0.0,0.0,560,0.0,2.2,4.2,,,,,HESA table-14
10088214,S P Jain London School of Management Limited,2023/24,England,London,-1411.7,416.4,-1820.7,23,1544.8,0.1,0.0,,,,,HESA table-14
10088214,S P Jain London School of Management Limited,2024/25,England,London,-81.5,84.1,-260.9,85,215.0,0.2,0.0,,,,,HESA table-14
10089288,Corndel College London,2024/25,England,London,-52.7,89.6,-149.8,1302,0.0,2.0,0.0,,,,,HESA table-14
10089591,Walbrook Institute London Limited,2023/24,England,London,-38.8,57.6,-88.6,109,24.2,1.6,0.0,,,,,HESA table-14
